-233.827,61.324
-192.016,189.508
-162.169,245.422
-135.211,276.589
-108.265,289.429
-73.441,296.470
-51.886,308.896
-9.187,322.648
39.317,318.007
87.821,299.371
123.059,261.265
150.419,242.212
171.977,194.164
167.831,176.356
184.826,153.160
194.363,127.894
213.017,115.468
211.367,95.755
228.365,52.678
223.388,42.739
209.708,19.129
207.221,-5.723
215.513,-23.945
243.287,-32.645
240.800,-40.100
265.673,-60.809
268.577,-93.236
240.389,-160.751
251.996,-95.309
246.605,-70.043
211.784,-51.818
215.930,-89.510
227.951,-111.461
232.097,-148.325
221.732,-169.862
253.655,-182.702
282.908,-183.944
-209.203,57.133
-258.454,-6.251
-232.576,-100.496
-213.799,-101.069
-218.389,-121.919
-205.033,-137.765
-201.694,-159.866
-177.487,-178.214
-194.182,-181.967
-235.084,-179.048
-262.216,-181.967
-275.170,-184.469
-147.184,165.253
-131.914,260.617
-171.790,194.923
-188.758,173.731
-126.616,46.909
-111.262,1.312
-114.676,-17.438
-135.148,-46.841
-159.049,-67.838
-162.142,-82.667
-151.375,-100.661
-133.708,-129.365
-132.907,-149.690
-129.160,-160.385
-121.933,-176.432
-103.198,-181.511
-87.940,-162.791
-73.219,-132.842
-68.938,-114.122
-81.250,-94.601
-83.926,-77.753
-55.564,-107.315
-20.470,-127.490
-1.732,-131.234
19.946,-127.490
59.828,-105.560
80.972,-82.295
97.643,-49.793
105.407,-25.460
90.686,-7.274
91.487,35.245
101.405,92.062
95.516,107.572
85.880,133.243
69.803,178.579
17.342,195.424
-17.185,191.413
-57.868,199.438
-107.116,176.974
-117.289,160.927
-120.010,133.528
-123.220,99.298
-125.362,78.973
-117.061,184.009
-92.470,210.736
-117.601,220.456
-97.063,256.360
-69.775,268.240
-13.570,289.837
11.828,270.937
37.499,238.273
42.902,212.356
0.479,230.983
-3.304,252.850
-16.813,246.100
-35.728,246.910
-21.136,263.110
88.511,-102.572
95.000,-127.475
108.485,-145.724
112.421,-174.980
116.594,-205.472
125.003,-232.400
-47.902,-135.188
-32.248,-165.095
-13.639,-232.400
3.500,-152.450
-16.153,-171.917
51.623,-232.400
70.877,-187.685
89.261,-201.950
46.754,-122.990
114.029,-117.890
98.525,-100.310
145.040,-65.846
170.999,-105.707
176.444,-140.021
182.891,-189.488
190.784,-217.310
197.474,-209.642
197.363,-192.008
282.908,-232.400
152.978,-232.400
17.756,98.383
123.848,-186.842
120.317,-164.963
128.264,-155.612
132.677,-189.137
162.170,-192.488
171.881,-198.665
90.401,103.834
165.701,-167.609
151.025,-135.245
-48.463,75.850
95.318,-178.688
88.766,-191.780
26.789,66.793
-77.785,-232.400
-126.079,-190.628
56.711,101.014
-144.259,-186.086
-145.681,-171.326
-65.710,62.170
-156.760,-162.527
-166.702,-178.988
-58.975,66.679
-151.930,-167.636
-156.670,-186.038
-69.928,83.689
-155.779,-174.809
-167.797,-190.262
-93.706,72.151
-173.308,-219.107
-173.929,-232.400
-74.812,67.567
-163.147,-224.879
-153.973,-232.400
-35.911,66.259
-149.503,-200.594
-159.952,-204.443
-55.348,76.810
-275.170,-232.400
-48.508,-52.973
-78.217,78.586
-14.944,-39.044
0.281,-40.694
15.320,-37.214
45.950,-45.644
-83.410,108.238
41.183,-57.737
27.425,-70.748
10.550,-78.446
-14.395,-79.178
-33.835,-72.398
-31.450,-54.623
-55.603,90.760
-37.687,-56.822
-36.415,-52.946
-69.394,86.770
-8.719,-51.686
-21.127,-52.451
-115.516,95.317
-23.152,-54.338
-18.655,-59.234
-36.952,89.944
-15.364,-63.329
-0.403,-65.702
-56.530,86.770
11.396,-64.550
21.899,-59.447
30.914,-51.674
29.546,-48.725
-93.358,80.659
13.217,-50.381
0.986,-54.260
-82.525,88.276
19.187,-54.980
6.812,-59.579
-7.288,-59.795
-16.279,-59.147
-29.995,-12.038
-20.980,-16.658
-7.921,-16.427
-1.795,-19.427
5.948,-14.117
15.770,-15.155
23.861,-11.231
18.659,-9.497
25.247,-2.915
25.046,-4.115
23.861,9.439
16.349,19.600
6.986,7.360
12.998,-4.763
6.755,-8.804
13.922,-11.462
17.216,-7.052
-8.449,-13.067
-14.200,-8.408
-18.319,-7.322
-23.296,-10.625
-18.772,-14.108
-33.031,-5.378
-29.611,12.136
-9.187,5.335
0.953,5.047
3.995,12.355
-2.017,11.992
-8.173,9.316
-72.847,-4.205
-77.110,63.409
-21.469,31.744
-21.172,70.381
6.494,71.275
7.088,37.987
32.966,66.343
70.673,-3.971
44.720,65.806
-60.382,73.558
56.567,65.077
68.849,68.437
83.630,76.717
84.215,84.388
-45.571,73.387
77.414,90.670
63.815,92.644
-68.596,70.303
49.922,92.935
37.274,88.771
25.646,79.420
30.692,72.919
38.150,78.616
41.807,88.039
53.579,87.238
66.521,86.506
79.727,74.530
65.789,82.489
65.276,79.273
65.423,75.184
61.037,69.484
54.308,69.559
49.337,68.974
43.634,74.086
43.853,80.809
48.533,76.645
51.971,73.429
57.965,73.504
60.452,77.449
43.562,83.218
29.048,92.176
42.032,96.313
75.719,108.724
68.003,114.175
15.686,90.295
-96.919,74.794
-87.847,69.130
-49.057,65.422
-58.381,81.619
-82.660,81.025
-78.217,72.226
-67.633,64.981
-55.423,72.523
-72.445,73.189
-63.118,70.453
-41.485,64.624
-35.539,73.312
-37.024,94.474
-43.936,83.929
-64.534,103.039
-111.055,100.516
-97.456,81.805
-67.900,88.756
-50.707,82.969
-82.120,85.222
